"hsapiens_homolog_ensembl_gene" "ensembl_gene_id.x" "external_gene_name.x" "hsapiens_homolog_associated_gene_name.x" "ensembl_gene_id.y" "external_gene_name.y" "hsapiens_homolog_associated_gene_name.y" "ensembl_gene_id" "external_gene_name" "hsapiens_homolog_associated_gene_name"
"153" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008478" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"154" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008715" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"155" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008458" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"156" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008827" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"157" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008533" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"158" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008365" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"159" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008861" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"160" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008689" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"161" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008306" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"162" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010001189" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"163" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008784" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"164" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008496" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"165" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008763" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"166" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008465" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"167" "ENSG00000005436" "ENSDARG00000079020" "gcfc2" "GCFC2" "ENSGALG00010008748" "" "GCFC2" "ENSRNOG00000006888" "Gcfc2" "GCFC2"
"168" "ENSG00000005448" "ENSDARG00000010248" "wdr54" "WDR54" "ENSGALG00010006065" "WDR54" "WDR54" "ENSRNOG00000009324" "Wdr54" "WDR54"
"169" "ENSG00000005469" "ENSDARG00000040352" "crot" "CROT" "ENSGALG00010004137" "CROT" "CROT" "ENSRNOG00000006779" "Crot" "CROT"
"170" "ENSG00000005471" "ENSDARG00000010936" "abcb4" "ABCB4" "ENSGALG00010004200" "ABCB1" "ABCB4" "ENSRNOG00000068001" "Abcb4" "ABCB4"
"171" "ENSG00000005483" "ENSDARG00000007523" "KMT2E" "KMT2E" "ENSGALG00010010022" "KMT2E" "KMT2E" "ENSRNOG00000021614" "Kmt2e" "KMT2E"
"172" "ENSG00000005486" "ENSDARG00000092463" "rhbdd2" "RHBDD2" "ENSGALG00010029620" "" "RHBDD2" "ENSRNOG00000001443" "Rhbdd2" "RHBDD2"
"173" "ENSG00000005513" "ENSDARG00000105301" "sox8a" "SOX8" "ENSGALG00010017127" "SOX8" "SOX8" "ENSRNOG00000018841" "Sox8" "SOX8"
"174" "ENSG00000005513" "ENSDARG00000037782" "sox8b" "SOX8" "ENSGALG00010017127" "SOX8" "SOX8" "ENSRNOG00000018841" "Sox8" "SOX8"
"175" "ENSG00000005700" "ENSDARG00000074424" "ibtk" "IBTK" "ENSGALG00010003180" "IBTK" "IBTK" "ENSRNOG00000027728" "Ibtk" "IBTK"
"176" "ENSG00000005810" "ENSDARG00000001220" "mycbp2" "MYCBP2" "ENSGALG00010000777" "MYCBP2" "MYCBP2" "ENSRNOG00000010479" "Mycbp2" "MYCBP2"
"177" "ENSG00000005812" "ENSDARG00000103505" "fbxl3a" "FBXL3" "ENSGALG00010000784" "FBXL3" "FBXL3" "ENSRNOG00000059334" "Fbxl3" "FBXL3"
"178" "ENSG00000005882" "ENSDARG00000059054" "pdk2b" "PDK2" "ENSGALG00010025274" "PDK2" "PDK2" "ENSRNOG00000004172" "Pdk2" "PDK2"
"179" "ENSG00000005882" "ENSDARG00000020876" "pdk2a" "PDK2" "ENSGALG00010025274" "PDK2" "PDK2" "ENSRNOG00000004172" "Pdk2" "PDK2"
"180" "ENSG00000005884" "ENSDARG00000012824" "itga3b" "ITGA3" "ENSGALG00010025286" "ITGA3" "ITGA3" "ENSRNOG00000004276" "Itga3" "ITGA3"
"181" "ENSG00000005884" "ENSDARG00000037917" "itga3a" "ITGA3" "ENSGALG00010025286" "ITGA3" "ITGA3" "ENSRNOG00000004276" "Itga3" "ITGA3"
"182" "ENSG00000005893" "ENSDARG00000014914" "lamp2" "LAMP2" "ENSGALG00010012431" "LAMP2" "LAMP2" "ENSRNOG00000000164" "Lamp2" "LAMP2"
"183" "ENSG00000005961" "ENSDARG00000018687" "itga2b" "ITGA2B" "ENSGALG00010026006" "ITGA2B" "ITGA2B" "ENSRNOG00000022071" "Itga2b" "ITGA2B"
"184" "ENSG00000005981" "ENSDARG00000034988" "asb4" "ASB4" "ENSGALG00010002928" "ASB4" "ASB4" "ENSRNOG00000009197" "Asb4" "ASB4"
"185" "ENSG00000006007" "ENSDARG00000055108" "gde1" "GDE1" "ENSGALG00010021051" "GDE1" "GDE1" "ENSRNOG00000050445" "Gde1" "GDE1"
"186" "ENSG00000006025" "ENSDARG00000012981" "osbpl7" "OSBPL7" "ENSGALG00010023841" "OSBPL7" "OSBPL7" "ENSRNOG00000009473" "Osbpl7" "OSBPL7"
"187" "ENSG00000006042" "ENSDARG00000059743" "tmem98" "TMEM98" "ENSGALG00010023527" "TMEM98" "TMEM98" "ENSRNOG00000021316" "Tmem98" "TMEM98"
"188" "ENSG00000006062" "ENSDARG00000056582" "arf2b" "MAP3K14" "ENSGALG00010024019" "MAP3K14" "MAP3K14" "ENSRNOG00000003278" "Map3k14" "MAP3K14"
"189" "ENSG00000006062" "ENSDARG00000074060" "map3k14a" "MAP3K14" "ENSGALG00010024019" "MAP3K14" "MAP3K14" "ENSRNOG00000003278" "Map3k14" "MAP3K14"
"190" "ENSG00000006071" "ENSDARG00000077007" "ABCC8" "ABCC8" "ENSGALG00010023276" "ABCC8" "ABCC8" "ENSRNOG00000021130" "Abcc8" "ABCC8"
"191" "ENSG00000006071" "ENSDARG00000051879" "abcc8" "ABCC8" "ENSGALG00010023276" "ABCC8" "ABCC8" "ENSRNOG00000021130" "Abcc8" "ABCC8"
"192" "ENSG00000006116" "ENSDARG00000058460" "" "CACNG3" "ENSGALG00010018359" "CACNG3" "CACNG3" "ENSRNOG00000012362" "Cacng3" "CACNG3"
"193" "ENSG00000006116" "ENSDARG00000076401" "cacng3b" "CACNG3" "ENSGALG00010018359" "CACNG3" "CACNG3" "ENSRNOG00000012362" "Cacng3" "CACNG3"
"194" "ENSG00000006118" "ENSDARG00000075837" "si:dkey-1d7.3" "TMEM132A" "ENSGALG00010020476" "TMEM132A" "TMEM132A" "ENSRNOG00000021338" "Tmem132a" "TMEM132A"
"195" "ENSG00000006125" "ENSDARG00000035152" "ap2b1" "AP2B1" "ENSGALG00010029626" "AP2B1" "AP2B1" "ENSRNOG00000061543" "Ap2b1" "AP2B1"
"196" "ENSG00000006125" "ENSDARG00000035152" "ap2b1" "AP2B1" "ENSGALG00010029626" "AP2B1" "AP2B1" "ENSRNOG00000064118" "" "AP2B1"
"197" "ENSG00000006125" "ENSDARG00000035152" "ap2b1" "AP2B1" "ENSGALG00010029626" "AP2B1" "AP2B1" "ENSRNOG00000017678" "Ap2b1-ps1" "AP2B1"
"198" "ENSG00000006125" "ENSDARG00000035152" "ap2b1" "AP2B1" "ENSGALG00010029626" "AP2B1" "AP2B1" "ENSRNOG00000067245" "" "AP2B1"
"199" "ENSG00000006282" "ENSDARG00000013880" "spata20" "SPATA20" "ENSGALG00010029636" "SPATA20" "SPATA20" "ENSRNOG00000003273" "Spata20" "SPATA20"
"200" "ENSG00000006283" "ENSDARG00000089913" "CACNA1G" "CACNA1G" "ENSGALG00010029724" "CACNA1G" "CACNA1G" "ENSRNOG00000060528" "Cacna1g" "CACNA1G"
"201" "ENSG00000006377" "ENSDARG00000042291" "dlx6a" "DLX6" "ENSGALG00010002948" "DLX6" "DLX6" "ENSRNOG00000063630" "Dlx6" "DLX6"
"202" "ENSG00000006432" "ENSDARG00000013491" "MAP3K9" "MAP3K9" "ENSGALG00010021307" "MAP3K9" "MAP3K9" "ENSRNOG00000007271" "Map3k9" "MAP3K9"
"203" "ENSG00000006451" "ENSDARG00000016253" "ralab" "RALA" "ENSGALG00010017866" "RALA" "RALA" "ENSRNOG00000013454" "Rala" "RALA"
"204" "ENSG00000006451" "ENSDARG00000045463" "ralaa" "RALA" "ENSGALG00010017866" "RALA" "RALA" "ENSRNOG00000013454" "Rala" "RALA"
"205" "ENSG00000006453" "ENSDARG00000029305" "baiap2l1a" "BAIAP2L1" "ENSGALG00010022051" "BAIAP2L1" "BAIAP2L1" "ENSRNOG00000001007" "Baiap2l1" "BAIAP2L1"
"206" "ENSG00000006453" "ENSDARG00000031119" "baiap2l1b" "BAIAP2L1" "ENSGALG00010022051" "BAIAP2L1" "BAIAP2L1" "ENSRNOG00000001007" "Baiap2l1" "BAIAP2L1"
"207" "ENSG00000006459" "ENSDARG00000018111" "kdm7aa" "KDM7A" "ENSGALG00010013316" "KDM7A" "KDM7A" "ENSRNOG00000052445" "Kdm7a" "KDM7A"
"208" "ENSG00000006459" "ENSDARG00000018559" "kdm7ab" "KDM7A" "ENSGALG00010013316" "KDM7A" "KDM7A" "ENSRNOG00000052445" "Kdm7a" "KDM7A"
"209" "ENSG00000006468" "ENSDARG00000101959" "etv1" "ETV1" "ENSGALG00010004060" "ETV1" "ETV1" "ENSRNOG00000006867" "Etv1" "ETV1"
"210" "ENSG00000006530" "ENSDARG00000009837" "agk" "AGK" "ENSGALG00010013561" "AGK" "AGK" "ENSRNOG00000011509" "Agk" "AGK"
"211" "ENSG00000006576" "ENSDARG00000102123" "phtf2" "PHTF2" "ENSGALG00010009371" "PHTF2" "PHTF2" "ENSRNOG00000013517" "Phtf2" "PHTF2"
"212" "ENSG00000006606" "ENSDARG00000103466" "ccl35.1" "CCL26" "ENSGALG00010029551" "CCLL4" "CCL26" "ENSRNOG00000001444" "Ccl26" "CCL26"
"213" "ENSG00000006606" "ENSDARG00000070378" "ccl35.2" "CCL26" "ENSGALG00010029551" "CCLL4" "CCL26" "ENSRNOG00000001444" "Ccl26" "CCL26"
"214" "ENSG00000006607" "ENSDARG00000016429" "farp2" "FARP2" "ENSGALG00010023388" "FARP2" "FARP2" "ENSRNOG00000018051" "Farp2" "FARP2"
"215" "ENSG00000006611" "ENSDARG00000051876" "ush1c" "USH1C" "ENSGALG00010025330" "USH1C" "USH1C" "ENSRNOG00000021149" "Ush1c" "USH1C"
"216" "ENSG00000006625" "ENSDARG00000005085" "ggctb" "GGCT" "ENSGALG00010016817" "GGCT" "GGCT" "ENSRNOG00000034084" "Ggct" "GGCT"
"217" "ENSG00000006634" "ENSDARG00000074796" "dbf4" "DBF4" "ENSGALG00010004236" "DBF4" "DBF4" "ENSRNOG00000050482" "Dbf4" "DBF4"
"218" "ENSG00000006638" "ENSDARG00000104717" "tbxa2r" "TBXA2R" "ENSGALG00010028120" "TBXA2R" "TBXA2R" "ENSRNOG00000020585" "Tbxa2r" "TBXA2R"
"219" "ENSG00000006652" "ENSDARG00000068708" "ifrd1" "IFRD1" "ENSGALG00010001198" "IFRD1" "IFRD1" "ENSRNOG00000050997" "Ifrd1" "IFRD1"
"220" "ENSG00000006659" "ENSDARG00000044001" "lgals3b" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"221" "ENSG00000006659" "ENSDARG00000044001" "lgals3b" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"222" "ENSG00000006659" "ENSDARG00000093059" "" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"223" "ENSG00000006659" "ENSDARG00000093059" "" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"224" "ENSG00000006659" "ENSDARG00000025903" "lgals9l1" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"225" "ENSG00000006659" "ENSDARG00000025903" "lgals9l1" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"226" "ENSG00000006659" "ENSDARG00000069058" "lgals9l4" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"227" "ENSG00000006659" "ENSDARG00000069058" "lgals9l4" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"228" "ENSG00000006659" "ENSDARG00000041060" "lgals9l3" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"229" "ENSG00000006659" "ENSDARG00000041060" "lgals9l3" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"230" "ENSG00000006659" "ENSDARG00000092923" "" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"231" "ENSG00000006659" "ENSDARG00000092923" "" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"232" "ENSG00000006659" "ENSDARG00000060656" "si:ch211-10a23.2" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"233" "ENSG00000006659" "ENSDARG00000060656" "si:ch211-10a23.2" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"234" "ENSG00000006659" "ENSDARG00000087311" "lgals9l5" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012557" "Lgals5" "LGALS14"
"235" "ENSG00000006659" "ENSDARG00000087311" "lgals9l5" "LGALS14" "ENSGALG00010019947" "" "LGALS14" "ENSRNOG00000012681" "Lgals9" "LGALS14"
"236" "ENSG00000006695" "ENSDARG00000034309" "cox10" "COX10" "ENSGALG00010029941" "COX10" "COX10" "ENSRNOG00000024972" "Cox10" "COX10"
"237" "ENSG00000006704" "ENSDARG00000022203" "GTF2IRD1" "GTF2IRD1" "ENSGALG00010029382" "GTF2IRD1" "GTF2IRD1" "ENSRNOG00000001478" "Gtf2ird1" "GTF2IRD1"
"238" "ENSG00000006712" "ENSDARG00000098432" "paf1" "PAF1" "ENSGALG00010009085" "PAF1" "PAF1" "ENSRNOG00000019746" "Paf1" "PAF1"
"239" "ENSG00000006715" "ENSDARG00000063573" "vps41" "VPS41" "ENSGALG00010016583" "VPS41" "VPS41" "ENSRNOG00000012940" "Vps41" "VPS41"
"240" "ENSG00000006740" "ENSDARG00000104549" "ARHGAP44" "ARHGAP44" "ENSGALG00010029930" "ARHGAP44" "ARHGAP44" "ENSRNOG00000003603" "Arhgap44" "ARHGAP44"
"241" "ENSG00000006740" "ENSDARG00000102424" "ARHGAP44" "ARHGAP44" "ENSGALG00010029930" "ARHGAP44" "ARHGAP44" "ENSRNOG00000003603" "Arhgap44" "ARHGAP44"
"242" "ENSG00000006744" "ENSDARG00000034060" "elac2" "ELAC2" "ENSGALG00010029756" "ELAC2" "ELAC2" "ENSRNOG00000003424" "Elac2" "ELAC2"
"243" "ENSG00000006747" "ENSDARG00000010728" "scin" "SCIN" "ENSGALG00010003027" "SCIN" "SCIN" "ENSRNOG00000004498" "Scin" "SCIN"
"244" "ENSG00000006757" "ENSDARG00000069834" "pnpla4" "PNPLA4" "ENSGALG00010001713" "PNPLA4" "PNPLA4" "ENSRNOG00000026157" "Pnpla4" "PNPLA4"
"245" "ENSG00000006831" "ENSDARG00000101849" "adipor2" "ADIPOR2" "ENSGALG00010013910" "ADIPOR2" "ADIPOR2" "ENSRNOG00000007990" "Adipor2" "ADIPOR2"
"246" "ENSG00000007001" "ENSDARG00000036833" "upp2" "UPP2" "ENSGALG00010010778" "UPP2" "UPP2" "ENSRNOG00000005341" "Upp2" "UPP2"
"247" "ENSG00000007062" "ENSDARG00000039966" "prom1a" "PROM1" "ENSGALG00010010434" "PROM1" "PROM1" "ENSRNOG00000003098" "Prom1" "PROM1"
"248" "ENSG00000007062" "ENSDARG00000034007" "prom1b" "PROM1" "ENSGALG00010010434" "PROM1" "PROM1" "ENSRNOG00000003098" "Prom1" "PROM1"
"249" "ENSG00000007080" "ENSDARG00000043502" "ccdc124" "CCDC124" "ENSGALG00010027650" "CCDC124" "CCDC124" "ENSRNOG00000018932" "Ccdc124" "CCDC124"
"250" "ENSG00000007168" "ENSDARG00000026595" "pafah1b1b" "PAFAH1B1" "ENSGALG00010029593" "PAFAH1B1" "PAFAH1B1" "ENSRNOG00000002755" "Pafah1b1" "PAFAH1B1"
"251" "ENSG00000007168" "ENSDARG00000032013" "pafah1b1a" "PAFAH1B1" "ENSGALG00010029593" "PAFAH1B1" "PAFAH1B1" "ENSRNOG00000002755" "Pafah1b1" "PAFAH1B1"
"252" "ENSG00000007171" "ENSDARG00000026925" "nos2a" "NOS2" "ENSGALG00010029552" "NOS2" "NOS2" "ENSRNOG00000057443" "Nos2" "NOS2"
"253" "ENSG00000007171" "ENSDARG00000031976" "nos2b" "NOS2" "ENSGALG00010029552" "NOS2" "NOS2" "ENSRNOG00000057443" "Nos2" "NOS2"
"254" "ENSG00000007174" "ENSDARG00000103383" "dnah9" "DNAH9" "ENSGALG00010029758" "DNAH9" "DNAH9" "ENSRNOG00000004171" "Dnah9" "DNAH9"
"255" "ENSG00000007202" "ENSDARG00000030945" "BLTP2" "BLTP2" "ENSGALG00010029926" "BLTP2" "BLTP2" "ENSRNOG00000011887" "Rskr" "BLTP2"
"256" "ENSG00000007216" "ENSDARG00000053853" "slc13a2" "SLC13A2" "ENSGALG00010029414" "SLC13A2" "SLC13A2" "ENSRNOG00000010337" "Slc13a2" "SLC13A2"
"257" "ENSG00000007237" "ENSDARG00000116210" "" "GAS7" "ENSGALG00010029200" "GAS7" "GAS7" "ENSRNOG00000049361" "Gas7" "GAS7"
"258" "ENSG00000007237" "ENSDARG00000074443" "gas7a" "GAS7" "ENSGALG00010029200" "GAS7" "GAS7" "ENSRNOG00000049361" "Gas7" "GAS7"
"259" "ENSG00000007264" "ENSDARG00000074670" "MATK" "MATK" "ENSGALG00010028086" "MATK" "MATK" "ENSRNOG00000020431" "Matk" "MATK"
"260" "ENSG00000007312" "ENSDARG00000104691" "cd79b" "CD79B" "ENSGALG00010023621" "CD79B" "CD79B" "ENSRNOG00000011917" "Cd79b" "CD79B"
"261" "ENSG00000007341" "ENSDARG00000032603" "st7l" "ST7L" "ENSGALG00010027438" "ST7L" "ST7L" "ENSRNOG00000014002" "St7l" "ST7L"
"262" "ENSG00000007372" "ENSDARG00000045936" "pax6b" "PAX6" "ENSGALG00010023642" "PAX6" "PAX6" "ENSRNOG00000004410" "Pax6" "PAX6"
"263" "ENSG00000007372" "ENSDARG00000103379" "pax6a" "PAX6" "ENSGALG00010023642" "PAX6" "PAX6" "ENSRNOG00000004410" "Pax6" "PAX6"
"264" "ENSG00000007376" "ENSDARG00000060192" "rpusd1" "RPUSD1" "ENSGALG00010018513" "RPUSD1" "RPUSD1" "ENSRNOG00000023639" "Rpusd1" "RPUSD1"
"265" "ENSG00000007384" "ENSDARG00000036541" "rhbdf1a" "RHBDF1" "ENSGALG00010019213" "RHBDF1" "RHBDF1" "ENSRNOG00000020594" "Rhbdf1" "RHBDF1"
"266" "ENSG00000007392" "ENSDARG00000055903" "luc7l" "LUC7L" "ENSGALG00010016949" "LUC7L" "LUC7L" "ENSRNOG00000020488" "Luc7l" "LUC7L"
"267" "ENSG00000007402" "ENSDARG00000078169" "cacna2d2b" "CACNA2D2" "ENSGALG00010028132" "CACNA2D2" "CACNA2D2" "ENSRNOG00000015835" "Cacna2d2" "CACNA2D2"
"268" "ENSG00000007402" "ENSDARG00000103390" "cacna2d2a" "CACNA2D2" "ENSGALG00010028132" "CACNA2D2" "CACNA2D2" "ENSRNOG00000015835" "Cacna2d2" "CACNA2D2"
"269" "ENSG00000007520" "ENSDARG00000038567" "tsr3" "TSR3" "ENSGALG00010020415" "TSR3" "TSR3" "ENSRNOG00000017858" "Tsr3" "TSR3"
"270" "ENSG00000007541" "ENSDARG00000038097" "pigq" "PIGQ" "ENSGALG00010019684" "PIGQ" "PIGQ" "ENSRNOG00000020140" "Pigq" "PIGQ"
"271" "ENSG00000007545" "ENSDARG00000079616" "CRAMP1" "CRAMP1" "ENSGALG00010017391" "CRAMP1" "CRAMP1" "ENSRNOG00000024635" "Cramp1" "CRAMP1"
"272" "ENSG00000007866" "ENSDARG00000074321" "tead3a" "TEAD3" "ENSGALG00010026874" "TEAD3" "TEAD3" "ENSRNOG00000000506" "Tead3" "TEAD3"
"273" "ENSG00000007866" "ENSDARG00000063649" "tead3b" "TEAD3" "ENSGALG00010026874" "TEAD3" "TEAD3" "ENSRNOG00000000506" "Tead3" "TEAD3"
"274" "ENSG00000007923" "ENSDARG00000102696" "dnajc11b" "DNAJC11" "ENSGALG00010018917" "DNAJC11" "DNAJC11" "ENSRNOG00000008802" "Dnajc11" "DNAJC11"
"275" "ENSG00000007923" "ENSDARG00000011196" "dnajc11a" "DNAJC11" "ENSGALG00010018917" "DNAJC11" "DNAJC11" "ENSRNOG00000008802" "Dnajc11" "DNAJC11"
"276" "ENSG00000007944" "ENSDARG00000055118" "mylipb" "MYLIP" "ENSGALG00010011064" "MYLIP" "MYLIP" "ENSRNOG00000017579" "Mylip" "MYLIP"
"277" "ENSG00000007944" "ENSDARG00000008859" "mylipa" "MYLIP" "ENSGALG00010011064" "MYLIP" "MYLIP" "ENSRNOG00000017579" "Mylip" "MYLIP"
"278" "ENSG00000008018" "ENSDARG00000009640" "psmb1" "PSMB1" "ENSGALG00010007878" "PSMB1" "PSMB1" "ENSRNOG00000001488" "Psmb1" "PSMB1"
"279" "ENSG00000008083" "ENSDARG00000062268" "jarid2b" "JARID2" "ENSGALG00010009678" "JARID2" "JARID2" "ENSRNOG00000045918" "Jarid2" "JARID2"
"280" "ENSG00000008083" "ENSDARG00000060925" "jarid2a" "JARID2" "ENSGALG00010009678" "JARID2" "JARID2" "ENSRNOG00000045918" "Jarid2" "JARID2"
"281" "ENSG00000008086" "ENSDARG00000015240" "cdkl5" "CDKL5" "ENSGALG00010002161" "CDKL5" "CDKL5" "ENSRNOG00000003742" "Cdkl5" "CDKL5"
"282" "ENSG00000008118" "ENSDARG00000044526" "camk1ga" "CAMK1G" "ENSGALG00010027193" "CAMK1G" "CAMK1G" "ENSRNOG00000006470" "Camk1g" "CAMK1G"
"283" "ENSG00000008118" "ENSDARG00000008788" "camk1gb" "CAMK1G" "ENSGALG00010027193" "CAMK1G" "CAMK1G" "ENSRNOG00000006470" "Camk1g" "CAMK1G"
"284" "ENSG00000008128" "ENSDARG00000102546" "cdk11b" "CDK11A" "ENSGALG00010020163" "CDC2L1" "CDK11A" "ENSRNOG00000017213" "Cdk11b" "CDK11A"
"285" "ENSG00000008130" "ENSDARG00000006577" "" "NADK" "ENSGALG00010020126" "NADK" "NADK" "ENSRNOG00000016936" "Nadk" "NADK"
"286" "ENSG00000008130" "ENSDARG00000098313" "nadka" "NADK" "ENSGALG00010020126" "NADK" "NADK" "ENSRNOG00000016936" "Nadk" "NADK"
"287" "ENSG00000008196" "ENSDARG00000012667" "tfap2b" "TFAP2B" "ENSGALG00010007845" "TFAP2B" "TFAP2B" "ENSRNOG00000011823" "Tfap2b" "TFAP2B"
"288" "ENSG00000008197" "ENSDARG00000023272" "tfap2d" "TFAP2D" "ENSGALG00010007848" "TFAP2D" "TFAP2D" "ENSRNOG00000011642" "Tfap2d" "TFAP2D"
"289" "ENSG00000008256" "ENSDARG00000007807" "cyth3a" "CYTH3" "ENSGALG00010019239" "CYTH3" "CYTH3" "ENSRNOG00000001065" "Cyth3" "CYTH3"
"290" "ENSG00000008256" "ENSDARG00000005159" "cyth3b" "CYTH3" "ENSGALG00010019239" "CYTH3" "CYTH3" "ENSRNOG00000001065" "Cyth3" "CYTH3"
"291" "ENSG00000008256" "ENSDARG00000089829" "CYTH3" "CYTH3" "ENSGALG00010019239" "CYTH3" "CYTH3" "ENSRNOG00000001065" "Cyth3" "CYTH3"
"292" "ENSG00000008277" "ENSDARG00000060532" "adam22" "ADAM22" "ENSGALG00010004242" "ADAM22" "ADAM22" "ENSRNOG00000042478" "Adam22" "ADAM22"
"293" "ENSG00000008282" "ENSDARG00000077356" "sypl1" "SYPL1" "ENSGALG00010010320" "SYPL1" "SYPL1" "ENSRNOG00000009856" "Sypl1" "SYPL1"
"294" "ENSG00000008283" "ENSDARG00000038176" "cyb561" "CYB561" "ENSGALG00010023314" "CYB561" "CYB561" "ENSRNOG00000007433" "Cyb561" "CYB561"
"295" "ENSG00000008294" "ENSDARG00000074531" "spag9a" "SPAG9" "ENSGALG00010029250" "SPAG9" "SPAG9" "ENSRNOG00000002749" "Spag9" "SPAG9"
"296" "ENSG00000008294" "ENSDARG00000078142" "SPAG9" "SPAG9" "ENSGALG00010029250" "SPAG9" "SPAG9" "ENSRNOG00000002749" "Spag9" "SPAG9"
"297" "ENSG00000008300" "ENSDARG00000055825" "CELSR3" "CELSR3" "ENSGALG00010027145" "CELSR3" "CELSR3" "ENSRNOG00000053889" "Celsr3" "CELSR3"
"298" "ENSG00000008311" "ENSDARG00000051816" "aass" "AASS" "ENSGALG00010001234" "AASS" "AASS" "ENSRNOG00000039494" "Aass" "AASS"
"299" "ENSG00000008324" "ENSDARG00000101085" "ss18l2" "SS18L2" "ENSGALG00010009334" "SS18L2" "SS18L2" "ENSRNOG00000047853" "Ss18l2" "SS18L2"
"300" "ENSG00000008382" "ENSDARG00000061989" "mpnd" "MPND" "ENSGALG00010027184" "MPND" "MPND" "ENSRNOG00000048282" "Mpnd" "MPND"
"301" "ENSG00000008394" "ENSDARG00000032618" "mgst1.1" "MGST1" "ENSGALG00010012732" "MGST1" "MGST1" "ENSRNOG00000007743" "Mgst1" "MGST1"
"302" "ENSG00000008394" "ENSDARG00000022165" "mgst1.2" "MGST1" "ENSGALG00010012732" "MGST1" "MGST1" "ENSRNOG00000007743" "Mgst1" "MGST1"
"303" "ENSG00000008405" "ENSDARG00000045768" "cry1a" "CRY1" "ENSGALG00010011282" "CRY1" "CRY1" "ENSRNOG00000006622" "Cry1" "CRY1"
